patient_id,owner_id,owner_name,pet_type,breed,patient_name,gender,patient_age,date_registration,owner_phone
hamster_5462,7859,Carolyn Smith,Hamster,Mix,Charlie,Male,1,2024-05-23,00447598968313
dog_6268,3153,Tracy Myers,Dog,Mix,Charlie,Male,6,2024-04-27,00447756843197
hamster_6430,6975,Amanda Rosales,Hamster,Mix,Charlie,Male,2,2024-09-27,00447005204422
hamster_1215,1649,Michael Brown,Hamster,Mix,Chester,Male,1,2024-08-18,00447683649201
hamster_1695,1636,Charlotte Robertson,Hamster,Mix,Chester,Male,3,2024-09-20,00447370191838
hamster_7201,9505,Bonnie Padilla DDS,Hamster,Mix,Chester,Male,3,2024-03-26,00447677511739
hamster_1959,7176,Karen Rice,Hamster,Mix,Jasmine,Female,3,2024-06-22,00447539581089
hamster_4568,3247,Hannah Larson,Hamster,Mix,Jasmine,Female,1,2024-07-26,00447628215629
hamster_5149,3998,Judith Wood,Hamster,Mix,Jasmine,Female,3,2024-08-21,00447198687787
hamster_7692,3313,Lori Fisher,Hamster,Mix,Jasmine,Female,2,2024-10-27,00447865295152
hamster_8504,2972,Robert Meza,Hamster,Mix,Jasmine,Female,1,2024-04-07,00447802709488
cat_9024,1979,Jeffrey Wilson,Cat,Mix,Jasmine,Female,5,2024-01-18,00447338489150
hamster_5122,6514,Tim Perez,Hamster,Mix,Jasmine,Female,2,2024-07-02,00447100649636
hamster_5159,2910,Harold Bell,Hamster,Mix,Jasmine,Female,1,2024-12-23,00447035395385
hamster_6174,7641,Angela Gilbert,Hamster,Mix,Jasmine,Female,2,2024-03-08,00447819620358
hamster_6465,7697,Amy Christensen,Hamster,Mix,Jasmine,Female,1,2024-12-30,00447506923804
hamster_7358,6232,Joseph Sutton,Hamster,Mix,Jasmine,Female,3,2024-08-05,00447486784306
hamster_8105,6834,Melanie Chambers,Hamster,Mix,Jasmine,Female,3,2024-01-16,00447793733548
hamster_8566,2842,Robin Young,Hamster,Mix,Jasmine,Female,2,2024-08-15,00447421960100
hamster_346,1947,Jody Mckay,Hamster,Mix,Marbles,Female,2,2024-06-30,00447885994288
hamster_2317,4316,Nina Dillon,Hamster,Mix,Marbles,Female,1,2024-12-19,00447577388420
hamster_3977,4633,Alexandria Bradley,Hamster,Mix,Marbles,Female,3,2024-12-02,00447730137800
dog_5412,5473,Sandra Brooks,Dog,Mix,Maximus,Male,10,2024-11-21,00447132383471
dog_7486,1482,Robert Rocha,Dog,Mix,Maximus,Male,7,2024-01-19,00447559202372
hamster_3658,2854,Ryan Jacobs,Hamster,Mix,Marbles,Female,3,2024-09-08,00447619793185
hamster_4353,8717,Brandon Roberts,Hamster,Mix,Marbles,Female,3,2024-05-28,00447918535858
hamster_7626,7748,Eric Marsh,Hamster,Mix,Marbles,Female,3,2024-04-20,00447480714215
hamster_8120,8032,Dylan Phillips,Hamster,Mix,Marbles,Female,3,2024-08-25,00447698175516
dog_586,9705,Steven Guerrero,Dog,Mix,Maximus,Male,15,2024-07-13,00447089104580
dog_8218,5549,Sandy Warren,Dog,Mix,Maximus,Male,1,2024-08-15,00447588821639
hamster_3001,7095,Michelle Hubbard,Hamster,Mix,Nibbles,Male,3,2024-03-16,00447188645847
hamster_3876,7853,Jill Goodman,Hamster,Mix,Nibbles,Male,2,2024-03-14,00447222214948
hamster_9363,6112,Kimberly King,Hamster,Mix,Nibbles,Male,3,2024-12-04,00447428208813
hamster_9170,1516,Jennifer Williams,Hamster,Mix,Nibbles,Male,1,2024-05-29,00447940191849
hamster_9382,9433,Denise Hernandez,Hamster,Mix,Nibbles,Male,2,2024-11-27,00447161838453
hamster_2232,1523,Evan Perez,Hamster,Mix,Peaches,Female,3,2024-11-28,00447120889439
hamster_2356,1072,Edward Huber,Hamster,Mix,Peaches,Female,3,2024-12-31,00447495267218
hamster_3049,8140,Carlos Lopez,Hamster,Mix,Peaches,Female,3,2024-02-18,00447961521149
hamster_3231,1976,Maurice Wilson,Hamster,Mix,Peaches,Female,1,2024-10-06,00447441276027
hamster_3531,9859,Kathy Miller,Hamster,Mix,Peaches,Female,3,2024-07-08,00447338221354
hamster_1132,9008,Karen Paul,Hamster,Mix,Pudding,Female,3,2024-02-11,00447270473657
hamster_2956,4350,Bobby Rodriguez,Hamster,Mix,Pudding,Female,2,2024-10-29,00447519918561
hamster_6500,1807,Robin Medina,Hamster,Mix,Pudding,Female,3,2024-11-11,00447614170752
hamster_9158,6350,Mark West,Hamster,Mix,Pudding,Female,3,2024-07-07,00447183921187
cat_3743,2089,Courtney Mckee,Cat,Mix,Pumpkin,Female,13,2024-07-20,00447039293126
hamster_2579,7359,Ashley Edwards,Hamster,Mix,Peaches,Female,2,2024-10-29,00447219586296
cat_2652,2357,Kimberly Murphy,Cat,Mix,Peaches,Female,17,2024-12-19,00447260139268
cat_5443,3116,Aaron Diaz,Cat,Mix,Peaches,Female,9,2024-11-14,00447022214471
cat_9028,6077,Victor Juarez,Cat,Mix,Peaches,Female,20,2024-03-08,00447085835357
hamster_4867,6527,Xavier Silva,Hamster,Mix,Pudding,Female,3,2024-12-25,00447698132784
cat_3862,2940,Mrs. Dana Mcintosh,Cat,Mix,Pumpkin,Female,18,2024-11-23,00447888565315
hamster_3454,1302,Tyrone Lewis,Hamster,Mix,Scooter,Male,2,2024-10-26,00447154198492
hamster_1723,4877,Brandy Griffin,Hamster,Mix,Sparkle,Female,1,2024-07-11,00447423726694
hamster_2009,6650,Bethany Mitchell,Hamster,Mix,Sparkle,Female,3,2024-06-12,00447592541354
hamster_5947,6111,Peter Johnson,Hamster,Mix,Sparkle,Female,2,2024-05-18,00447896237994
hamster_7501,7730,Paul Powers,Hamster,Mix,Sparkle,Female,3,2024-03-18,00447337212866
hamster_6982,3137,Chris Rogers,Hamster,Mix,Sparkle,Female,2,2024-02-13,00447566317045
hamster_305,8748,Tammy Lindsey,Hamster,Mix,Sweetie,Female,3,2024-11-02,00447961363729
dog_1268,9246,Christopher Garcia,Dog,Mix,Bentley,Male,15,2024-09-22,00447026411223
hamster_6564,9363,James Taylor,Hamster,Mix,Biscuit,Male,3,2024-05-16,00447959613359
hamster_517,3099,Lisa Mitchell,Hamster,Mix,Bubbles,Female,1,2024-03-04,00447031665114
hamster_808,7913,Bryan Jones,Hamster,Mix,Bubbles,Female,1,2024-07-29,00447811262099
hamster_4178,9089,Julie Monroe,Hamster,Mix,Bubbles,Female,2,2024-01-11,00447093880967
hamster_4373,7063,Jessica Kelly,Hamster,Mix,Bubbles,Female,3,2024-05-23,00447154695190
hamster_6295,9945,Debbie Hall,Hamster,Mix,Bubbles,Female,3,2024-12-24,00447363148569
dog_6979,4340,Lindsay Coleman,Dog,Mix,Captain,Male,12,2024-04-26,00447815789186
dog_8422,1302,Tyrone Lewis,Dog,Mix,Captain,Male,10,2024-11-27,00447154198492
cat_760,2549,Jeffery Morrison,Cat,Mix,Charlie,Male,10,2024-05-24,00447017617714
cat_1576,1563,Jessica Zavala,Cat,Mix,Charlie,Male,17,2024-08-12,00447315806673
cat_3389,5358,Patricia Sanford,Cat,Mix,Charlie,Male,19,2024-04-16,00447079491829
hamster_4733,7616,Christian Jimenez,Hamster,Mix,Charlie,Male,2,2024-01-29,00447802623710
hamster_5181,3393,Lisa Ayala,Hamster,Mix,Charlie,Male,3,2024-12-12,00447433752159
hamster_6111,4031,Madison Gould,Hamster,Mix,Charlie,Male,3,2024-01-10,00447058877855
hamster_6544,5239,Kristi Bennett,Hamster,Mix,Charlie,Male,2,2024-01-24,00447669790967
dog_9155,5700,Ashley Wilson,Dog,Mix,Charlie,Male,10,2024-12-06,00447534589874
hamster_524,1307,Mark Gray,Hamster,Mix,Chester,Male,3,2024-07-13,00447149359259
hamster_4917,8258,Charles Watkins,Hamster,Mix,Chester,Male,2,2024-10-16,00447092785842
hamster_9019,4618,Gary Valdez,Hamster,Mix,Chester,Male,1,2024-04-06,00447106710588
hamster_873,7026,Joseph Rice,Hamster,Mix,Cupcake,Female,1,2024-09-12,00447998625130
cat_881,3158,Oscar Evans,Cat,Mix,Cupcake,Female,7,2024-12-03,00447587701747
hamster_3022,9427,Laura Williams,Hamster,Mix,Cupcake,Female,2,2024-11-17,00447528499396
cat_5957,4533,Christy Ayers,Cat,Mix,Cupcake,Female,10,2024-01-29,00447785963885
hamster_150,7024,Joshua Thompson,Hamster,Mix,Jasmine,Female,2,2024-11-24,00447257319430
hamster_1146,4281,Renee Hampton,Hamster,Mix,Jasmine,Female,2,2024-05-23,00447165629177
hamster_1341,3040,Kimberly Griffin,Hamster,Mix,Jasmine,Female,2,2024-10-28,00447859545299
hamster_1781,9921,James Alvarado,Hamster,Mix,Jasmine,Female,3,2024-03-09,00447398488553
hamster_4574,3698,Johnathan Evans,Hamster,Mix,Jasmine,Female,2,2024-11-14,00447599258492
hamster_6958,7196,Douglas Rowland,Hamster,Mix,Marbles,Female,3,2024-10-25,00447744398940
hamster_5199,7637,Benjamin Cruz,Hamster,Mix,Nibbles,Male,1,2024-07-13,00447797221739
hamster_1888,4167,Michael Howard,Hamster,Mix,Peaches,Female,3,2024-01-19,00447643476040
hamster_3932,2227,Kelly Galvan,Hamster,Mix,Peaches,Female,3,2024-03-07,00447589222807
hamster_2482,8365,Bryan King,Hamster,Mix,Pudding,Female,2,2024-09-05,00447773743525
hamster_3207,3739,Barbara Jones,Hamster,Mix,Pudding,Female,1,2024-02-05,00447062249766
hamster_4382,9175,Sergio Russell,Hamster,Mix,Pudding,Female,2,2024-07-19,00447620531124
hamster_6279,4822,Mary Ryan,Hamster,Mix,Pudding,Female,1,2024-12-02,00447651409825
hamster_8920,3965,Andrea Thornton,Hamster,Mix,Pudding,Female,3,2024-02-20,00447244389643
cat_6125,6270,Madeline Mason,Cat,Mix,Pumpkin,Female,2,2024-10-29,00447058822359
cat_6168,8293,Kathryn Bryant,Cat,Mix,Pumpkin,Female,18,2024-08-07,00447873179948
hamster_900,9878,Jennifer Turner,Hamster,Mix,Sparkle,Female,1,2024-06-06,00447355361298
hamster_6587,2602,Amanda Carrillo,Hamster,Mix,Sparkle,Female,3,2024-03-31,00447921594541
hamster_8175,7268,Jeffrey Ford,Hamster,Mix,Sparkle,Female,1,2024-02-28,00447974457446
hamster_1255,4132,Eric Sanders,Hamster,Mix,Sweetie,Female,3,2024-08-11,00447038934341
hamster_5095,2436,Christopher Smith,Hamster,Mix,Sweetie,Female,2,2024-08-09,00447968512390
hamster_9043,9058,Nicholas Flores,Hamster,Mix,Sweetie,Female,3,2024-10-11,00447309301010
hamster_4876,4702,Elizabeth Duncan,Hamster,Mix,Cinnamon,Female,1,2024-01-09,00447283596965
cat_6277,9471,Gary Diaz,Cat,Mix,Cinnamon,Female,1,2024-08-28,00447590370885
hamster_7288,5221,Stacey Thomas,Hamster,Mix,Cinnamon,Female,2,2024-10-24,00447414173245
cat_4734,6506,Paula Hensley,Cat,Mix,Cinnamon,Female,3,2024-10-17,00447657707875
hamster_5526,9468,Andrea Weaver,Hamster,Mix,Cinnamon,Female,1,2024-05-20,00447325493894
hamster_6289,3493,Stacey Lopez MD,Hamster,Mix,Cinnamon,Female,2,2024-05-30,00447425252663
cat_6849,3801,Michelle Patrick,Cat,Mix,Cinnamon,Female,12,2024-10-09,00447913318911
hamster_7846,2681,Dawn Smith,Hamster,Mix,Cinnamon,Female,1,2024-09-20,00447311942779
hamster_60,9405,Dr. Brandon Galloway,Hamster,Mix,Fuzzball,Male,3,2024-09-09,00447700421511
hamster_5967,5313,Melissa Bradford,Hamster,Mix,Fuzzball,Male,1,2024-12-17,00447369970984
hamster_2063,6451,William Bauer,Hamster,Mix,Fuzzball,Male,1,2024-10-30,00447325265952
dog_6346,3478,Karen Cooper,Dog,Mix,Maverick,Male,8,2024-09-19,00447429721187
dog_8073,8052,Tara Mitchell,Dog,Mix,Maverick,Male,1,2024-05-12,00447140660169
hamster_5286,3839,Ashley Jensen,Hamster,Mix,Snowball,Female,3,2024-01-11,00447802930966
hamster_5754,7381,Michele Chase,Hamster,Mix,Snowball,Female,3,2024-12-23,00447869439240
hamster_5837,9504,Bryan Brown,Hamster,Mix,Snowball,Female,1,2024-12-25,00447046274855
hamster_3826,7542,Anthony Jennings,Hamster,Mix,Snowball,Female,2,2024-01-05,00447297184829
cat_6273,4674,David Burnett,Cat,Mix,Snowball,Female,20,2024-01-26,00447848624900
hamster_9238,3134,Tammy Rodriguez,Hamster,Mix,Snowball,Female,2,2024-02-27,00447564558083
cat_2357,2352,Angela Russell,Cat,Mix,Whiskers,Male,10,2024-09-08,00447774288448
cat_8642,2864,Zachary Banks,Cat,Mix,Whiskers,Male,4,2024-05-23,00447466258201
hamster_6140,8025,Natasha Benitez,Hamster,Mix,Cinnamon,Female,3,2024-03-28,00447993981518
hamster_1517,1738,Carmen Bruce,Hamster,Mix,Fuzzball,Male,2,2024-12-27,00447725796862
hamster_1776,1617,Levi Ryan III,Hamster,Mix,Fuzzball,Male,3,2024-01-11,00447405203939
hamster_5012,4314,Morgan Vargas,Hamster,Mix,Fuzzball,Male,1,2024-10-15,00447859338135
cat_6598,4626,David Boone,Cat,Mix,Snowball,Female,14,2024-03-13,00447584265425
cat_8722,6019,Michelle Silva,Cat,Mix,Snowball,Female,18,2024-12-08,00447246480088
hamster_257,4466,Noah Michael,Hamster,Mix,Buttercup,Female,3,2024-08-08,00447785549596
hamster_7894,9768,Lacey Lane,Hamster,Mix,Buttercup,Female,1,2024-06-01,00447002408885
hamster_3243,1402,Bryan Sharp,Hamster,Mix,Buttercup,Female,1,2024-09-27,00447602548137
hamster_4041,6837,Miss Cynthia Roberts,Hamster,Mix,Buttercup,Female,1,2024-12-07,00447255627205
hamster_4488,5008,Shawn Johnson,Hamster,Mix,Buttercup,Female,2,2024-07-01,00447446668056
hamster_9084,5707,Jessica Estrada,Hamster,Mix,Buttercup,Female,2,2024-08-05,00447169719122
hamster_5106,3026,Sally Brewer,Hamster,Mix,Buttercup,Female,3,2024-01-04,00447959898718
hamster_238,5259,Mary Russell,Hamster,Mix,Tinkerbell,Female,3,2024-11-09,00447539490389
hamster_1325,8025,Natasha Benitez,Hamster,Mix,Tinkerbell,Female,2,2024-02-20,00447993981518
hamster_6172,5069,Bruce Benjamin,Hamster,Mix,Tinkerbell,Female,3,2024-01-20,00447787808147
hamster_8215,5641,Helen Gibson,Hamster,Mix,Tinkerbell,Female,1,2024-09-22,00447201906686
hamster_8402,6468,Felicia Cooper,Hamster,Mix,Tinkerbell,Female,1,2024-11-09,00447866148065
hamster_2411,5645,Lawrence Curtis,Hamster,Mix,Tinkerbell,Female,3,2024-12-25,00447913507989
hamster_4955,5061,Richard Dixon,Hamster,Mix,Tinkerbell,Female,1,2024-04-15,00447382226091
hamster_8961,2318,Alexander Montes,Hamster,Mix,Tinkerbell,Female,2,2024-10-03,00447976238764
hamster_1154,2546,Ashley Sullivan,Hamster,Mix,Tinkerbell,Female,2,2024-07-04,00447674202420
cat_3248,6629,Steven Scott,Cat,Mix,Tinkerbell,Female,2,2024-04-23,00447674703545
hamster_3913,4494,Ryan Glover,Hamster,Mix,Tinkerbell,Female,2,2024-06-14,00447775410473
dog_612,2675,Jeremy Merritt,Dog,Boxer,Ace,Male,13,2024-02-28,00447177474579
dog_1145,9249,Jonathan Moyer,Dog,Boxer,Ace,Male,13,2024-01-09,00447312645743
dog_5464,9542,Mark Weber,Dog,Boxer,Ace,Male,12,2024-07-18,00447969118693
dog_5240,7040,Sheryl Nguyen,Dog,Boxer,Gus,Male,2,2024-07-23,00447741239237
dog_5956,2984,Laura Gardner,Dog,Boxer,Gus,Male,5,2024-07-20,00447379959232
dog_3401,6542,Christopher Clark,Dog,Boxer,Leo,Male,1,2024-06-08,00447330144007
dog_7595,7363,Diane Skinner,Dog,Boxer,Leo,Male,2,2024-03-18,00447909870625
dog_9241,3594,Ashley Holden,Dog,Boxer,Mia,Female,1,2024-10-27,00447760726040
dog_4437,8948,Alexander Oneill,Dog,Boxer,Max,Male,10,2024-10-27,00447749357479
dog_5879,9732,Christopher Patterson,Dog,Boxer,Mia,Female,7,2024-02-04,00447174469670
dog_8955,1997,Gary Kelly,Dog,Boxer,Mia,Female,12,2024-07-07,00447600417865
dog_7339,7469,Sylvia Curtis,Dog,Boxer,Rex,Male,15,2024-02-22,00447506109584
dog_3965,7984,Lauren Howard,Dog,Boxer,Rex,Male,15,2024-03-15,00447914553131
dog_4000,4816,Dawn Warner,Dog,Boxer,Zoe,Female,4,2024-01-02,00447034751922
dog_5461,8164,Daniel Pierce,Dog,Boxer,Zoe,Female,8,2024-06-27,00447942399661
dog_2227,5726,Tara Ramirez,Dog,Boxer,Zoe,Female,13,2024-06-19,00447407740633
dog_5352,4810,Darius Hess,Dog,Boxer,Zoe,Female,9,2024-03-13,00447562333851
dog_7454,9823,Megan Bennett,Dog,Boxer,Zoe,Female,13,2024-01-02,00447235758637
dog_8537,7177,Melissa Moore,Dog,Boxer,Zoe,Female,9,2024-03-22,00447090780397
dog_6446,9912,David Parker,Dog,Boxer,Ace,Male,3,2024-04-27,00447345494225
dog_7142,8939,Kyle Mckinney,Dog,Boxer,Ace,Male,5,2024-07-30,00447453598606
dog_9174,9547,Anthony Butler,Dog,Boxer,Ace,Male,12,2024-12-10,00447990959848
dog_1561,4316,Nina Dillon,Dog,Boxer,Gus,Male,13,2024-04-11,00447577388420
dog_8167,1812,Nancy Ashley,Dog,Boxer,Gus,Male,14,2024-01-14,00447537741284
dog_1976,6470,John Le,Dog,Boxer,Mia,Female,1,2024-03-16,00447928123747
dog_3792,8439,Chad Porter,Dog,Boxer,Mia,Female,9,2024-11-08,00447952312151
dog_6043,4202,Sarah Lynch,Dog,Boxer,Mia,Female,15,2024-02-27,00447591288344
dog_9316,1744,Tammy Reyes,Dog,Boxer,Mia,Female,1,2024-04-26,00447969553179
dog_4768,8909,Justin Norman,Dog,Boxer,Rex,Male,7,2024-02-21,00447251754273
dog_1763,5298,Christopher Randall,Dog,Boxer,Zoe,Female,12,2024-04-15,00447341430307
dog_4021,3367,David Vazquez,Dog,Boxer,Bear,Male,1,2024-06-24,00447746283485
dog_4688,3043,Lisa Lynch,Dog,Boxer,Bear,Male,5,2024-05-31,00447323106644
dog_722,6243,Jill Quinn,Dog,Boxer,Coco,Female,13,2024-03-06,00447635923689
dog_7355,3448,Ryan Myers,Dog,Boxer,Coco,Female,4,2024-08-17,00447183800371
dog_8149,9947,Jessica Johnson,Dog,Boxer,Coco,Female,13,2024-05-06,00447614470171
dog_3189,3350,Mary Coffey,Dog,Boxer,Duke,Male,5,2024-09-14,00447191649191
dog_6419,6499,Gary Crawford,Dog,Boxer,Duke,Male,2,2024-03-27,00447189490972
dog_3941,7857,Connie Turner,Dog,Boxer,Emma,Female,4,2024-11-10,00447853733486
dog_8071,6654,Daniel Richards,Dog,Boxer,Emma,Female,10,2024-02-02,00447150888734
dog_5291,1607,Jennifer Murphy,Dog,Boxer,Emma,Female,10,2024-08-02,00447458809916
dog_1507,7538,Donna Contreras,Dog,Boxer,Finn,Male,9,2024-04-03,00447999366366
dog_4224,5609,Kyle Sanchez,Dog,Boxer,Lily,Female,9,2024-02-25,00447316636434
dog_4409,9043,Amanda Turner,Dog,Boxer,Lily,Female,7,2024-03-11,00447611540481
dog_1653,8483,Kelli Riley,Dog,Boxer,Lucy,Female,1,2024-09-17,00447114474895
dog_3922,4595,Gary Young,Dog,Boxer,Lucy,Female,12,2024-04-02,00447443126088
dog_952,2355,Dylan Bell,Dog,Boxer,Luke,Male,14,2024-03-30,00447446998000
dog_2247,3421,Miss Lisa Lin,Dog,Boxer,Luke,Male,1,2024-08-01,00447380883848
dog_7352,2419,Paige Holmes,Dog,Boxer,Luke,Male,14,2024-04-12,00447282708855
dog_5491,6896,Daniel Jackson,Dog,Boxer,Luna,Female,3,2024-05-20,00447919771794
dog_8470,8768,Johnny Jones,Dog,Boxer,Lily,Female,8,2024-12-13,00447535502331
dog_2309,6349,Shannon Williams,Dog,Boxer,Lucy,Female,2,2024-04-12,00447332164224
dog_7082,4950,Ronnie Hardin,Dog,Boxer,Lucy,Female,8,2024-03-17,00447293652555
dog_964,4132,Eric Sanders,Dog,Boxer,Luna,Female,14,2024-10-29,00447038934341
dog_8962,3878,Troy Kim,Dog,Boxer,Luna,Female,6,2024-08-03,00447838923030
dog_9147,6303,Matthew Wright,Dog,Boxer,Luna,Female,12,2024-12-27,00447108287307
dog_9178,7107,Gregory Mclean,Dog,Boxer,Luna,Female,15,2024-09-15,00447766579494
dog_3923,8536,Edward Roberts,Dog,Boxer,Maya,Female,12,2024-06-07,00447107787102
dog_5713,5705,Robert Gomez,Dog,Boxer,Milo,Male,2,2024-10-21,00447578398910
dog_7882,7153,Cody Keller,Dog,Boxer,Milo,Male,10,2024-12-14,00447065749352
dog_22,9775,Joshua Chung,Dog,Boxer,Roxy,Female,10,2024-02-03,00447691115406
dog_577,5187,Debbie Osborn,Dog,Boxer,Roxy,Female,13,2024-03-16,00447468113056
dog_2022,5260,Lauren Lowe,Dog,Boxer,Ruby,Female,1,2024-01-06,00447131626049
dog_2960,8908,Samuel Newton,Dog,Boxer,Ruby,Female,13,2024-06-19,00447628278118
dog_3382,6036,Chloe Rodriguez,Dog,Boxer,Ruby,Female,10,2024-10-02,00447512445120
dog_4652,4313,Jason Howard,Dog,Boxer,Ruby,Female,7,2024-12-31,00447743646407
dog_360,1585,Jasmine Stewart,Dog,Boxer,Roxy,Female,2,2024-07-29,00447143183473
dog_208,9405,Dr. Brandon Galloway,Dog,Boxer,Ruby,Female,1,2024-12-21,00447700421511
dog_1786,7735,James Robinson,Dog,Boxer,Thor,Male,5,2024-04-07,00447865627624
dog_4494,3099,Lisa Mitchell,Dog,Boxer,Thor,Male,5,2024-09-03,00447031665114
dog_661,6807,Jacob Garner,Dog,Boxer,Toby,Male,5,2024-06-08,00447798271330
dog_2705,1021,Raymond Sandoval,Dog,Boxer,Toby,Male,8,2024-08-01,00447911476248
dog_5688,3701,Dr. Megan Gentry,Dog,Boxer,Toby,Male,5,2024-06-23,00447322600278
dog_9191,7652,Brenda Wiggins,Dog,Boxer,Toby,Male,8,2024-01-31,00447720627791
dog_426,2879,Donna Campbell,Dog,Boxer,Thor,Male,14,2024-12-31,00447763428151
dog_8866,7548,Gregory Smith,Dog,Boxer,Thor,Male,5,2024-02-11,00447807141858
dog_9350,8064,Mark Hill,Dog,Boxer,Thor,Male,15,2024-03-13,00447709750803
dog_5194,9246,Christopher Garcia,Dog,Boxer,Toby,Male,1,2024-09-26,00447026411223
dog_8609,9637,Christie Campbell,Dog,Boxer,Toby,Male,3,2024-03-10,00447992105554
dog_3559,4877,Brandy Griffin,Dog,Boxer,Zeus,Male,6,2024-05-07,00447423726694
dog_5655,3413,Suzanne Hudson,Dog,Boxer,Zeus,Male,5,2024-01-16,00447530740395
dog_4182,5450,Kerri Boone,Dog,Boxer,Zoey,Female,3,2024-03-03,00447606703890
dog_5635,4674,David Burnett,Dog,Boxer,Zeus,Male,13,2024-10-23,00447848624900
dog_4422,2263,Patricia Harris,Dog,Boxer,Zoey,Female,9,2024-11-23,00447713466060
dog_1524,1287,Amy Miles,Dog,Boxer,Bear,Male,11,2024-07-23,00447503195383
dog_4354,7004,Christine Porter,Dog,Boxer,Finn,Male,3,2024-08-15,00447264568972
dog_8896,7966,Susan Stanton,Dog,Boxer,Finn,Male,15,2024-09-14,00447449897621
dog_1117,9249,Jonathan Moyer,Dog,Boxer,Jack,Male,9,2024-07-15,00447312645743
dog_5766,4531,Justin Wong,Dog,Boxer,Lily,Female,12,2024-01-09,00447981633850
dog_1670,7010,Kenneth Trujillo,Dog,Boxer,Lucy,Female,15,2024-03-27,00447201593152
dog_3371,1436,Jeremy Bowers,Dog,Boxer,Lucy,Female,12,2024-03-03,00447163245999
dog_5684,6983,David Rosario,Dog,Boxer,Lucy,Female,13,2024-05-11,00447045752666
dog_1283,2611,Jessica Jones,Dog,Boxer,Luke,Male,2,2024-09-07,00447585296370
dog_2337,8187,Sydney Ferguson,Dog,Boxer,Luke,Male,12,2024-11-14,00447901896815
dog_1747,6536,Lindsey Patel,Dog,Boxer,Luna,Female,3,2024-09-19,00447396653628
dog_4055,9212,Connie Perez,Dog,Boxer,Luna,Female,5,2024-01-04,00447244602972
dog_4146,2590,John Huang,Dog,Boxer,Luna,Female,12,2024-02-05,00447603230909
dog_8760,7239,Edward Fletcher,Dog,Boxer,Roxy,Female,8,2024-01-30,00447716899957
dog_4919,9636,Vincent Long,Dog,Boxer,Thor,Male,13,2024-11-07,00447036151812
dog_8003,5487,Michael Hendricks,Dog,Boxer,Thor,Male,9,2024-05-25,00447389292991
dog_8551,7688,Tracy Mitchell,Dog,Boxer,Thor,Male,9,2024-12-21,00447072381519
dog_95,8216,Brenda Pierce,Dog,Boxer,Toby,Male,13,2024-08-09,00447638452519
dog_2529,3838,Erica Rubio,Dog,Boxer,Toby,Male,12,2024-04-03,00447902528204
dog_2933,1606,Shawn Scott,Dog,Boxer,Toby,Male,13,2024-05-14,00447215971416
dog_7699,2648,Sarah Maynard,Dog,Boxer,Toby,Male,13,2024-06-22,00447687361456
dog_8210,5596,Jill Schmidt,Dog,Boxer,Toby,Male,10,2024-06-14,00447268180601
dog_9397,5754,Richard Thompson,Dog,Boxer,Toby,Male,15,2024-03-31,00447079951056
dog_5152,8311,Stanley Bowman,Dog,Boxer,Bella,Female,2,2024-07-15,00447626455143
dog_8829,3174,Jennifer Russell,Dog,Boxer,Bella,Female,13,2024-08-18,00447406264867
dog_5213,2481,Kathryn Mcgee,Dog,Boxer,Buddy,Male,12,2024-07-03,00447304509191
dog_6631,1607,Jennifer Murphy,Dog,Boxer,Buddy,Male,6,2024-06-17,00447458809916
dog_6912,5121,Manuel Blackwell,Dog,Boxer,Buddy,Male,3,2024-06-28,00447922942234
dog_6990,4925,Marcus Eaton,Dog,Boxer,Buddy,Male,12,2024-07-01,00447557250268
dog_8371,5041,Brandon Ruiz,Dog,Boxer,Buddy,Male,8,2024-02-07,00447055832778
dog_843,6904,Susan Garcia,Dog,Boxer,Bella,Female,7,2024-07-03,00447100341113
dog_5217,8432,Phyllis Dean,Dog,Boxer,Bella,Female,11,2024-09-03,00447729565655
dog_946,6431,Christina Graham,Dog,Boxer,Buddy,Male,10,2024-03-11,00447342114183
dog_7485,6176,Jennifer Montoya,Dog,Boxer,Buddy,Male,9,2024-08-28,00447314191991
dog_8880,3832,Erica Walter,Dog,Boxer,Buddy,Male,14,2024-01-30,00447243920825
dog_4844,2182,Martin Hamilton,Dog,Boxer,Chloe,Female,2,2024-03-10,00447451846704
dog_6408,9150,Elizabeth Garcia,Dog,Boxer,Chloe,Female,3,2024-03-19,00447689924042
dog_3456,8089,Anthony Bell,Dog,Boxer,Daisy,Female,14,2024-10-13,00447753906651
dog_4249,2640,Annette Stephens,Dog,Boxer,Daisy,Female,4,2024-05-15,00447654758093
dog_5384,5978,Alexander Fisher,Dog,Boxer,Daisy,Female,14,2024-08-29,00447042203766
dog_8198,2028,Angela Jordan,Dog,Boxer,Daisy,Female,11,2024-11-28,00447790151543
dog_2010,9198,Raymond Rogers,Dog,Boxer,Dolly,Female,5,2024-01-23,00447306668036
dog_3076,8599,Nancy Gillespie,Dog,Boxer,Dolly,Female,13,2024-08-30,00447000320410
dog_785,9621,Mark Dennis,Dog,Boxer,Daisy,Female,6,2024-07-26,00447039148924
dog_1372,4253,Carol Garcia,Dog,Boxer,Daisy,Female,8,2024-05-08,00447952102043
dog_6367,8499,Jim Alvarez,Dog,Boxer,Daisy,Female,8,2024-07-07,00447600192909
dog_6720,5032,Bob Sanchez,Dog,Boxer,Daisy,Female,8,2024-01-06,00447929580866
